id,timestamp,camera_id,track_id,lane_id,total_dwell_sec,equipment_type
16767,2026-05-25 18:42:37.609373+02,Bosch_Camera_exit,15271,0,7.739762783050537,none
16768,2026-05-25 18:42:57.994078+02,Bosch_Camera_exit,15307,2,7.701330184936523,none
16769,2026-05-25 18:44:23.980838+02,Bosch_Camera_exit,15416,2,14.807647228240967,none
16770,2026-05-25 18:44:37.164466+02,Bosch_Camera_exit,15424,2,11.781299114227295,none
16771,2026-05-25 18:44:37.167543+02,Bosch_Camera_exit,15421,2,19.33800768852234,none
16772,2026-05-25 18:45:28.056308+02,Bosch_Camera_exit,15449,1,16.650780200958252,none
16773,2026-05-25 18:45:53.952383+02,Bosch_Camera_exit,15472,2,30.718950033187866,none
16774,2026-05-25 18:45:56.729777+02,Bosch_Camera_exit,15486,2,30.103270530700684,none
16775,2026-05-25 18:45:59.064243+02,Bosch_Camera_exit,15511,2,11.81489872932434,none
16776,2026-05-25 18:46:12.787027+02,Bosch_Camera_exit,15513,2,21.529073238372803,none
16777,2026-05-25 18:46:23.353841+02,Bosch_Camera_exit,15521,2,12.600615501403809,none
16778,2026-05-25 18:47:17.129368+02,Bosch_Camera_exit,15550,2,56.64164423942566,none
16779,2026-05-25 18:47:17.482606+02,Bosch_Camera_exit,15614,2,14.306204319000244,none
16780,2026-05-25 18:47:32.906858+02,Bosch_Camera_exit,15611,0,33.02405071258545,none
16781,2026-05-25 18:47:32.910829+02,Bosch_Camera_exit,15628,0,17.225523471832275,none
16782,2026-05-25 18:47:45.712188+02,Bosch_Camera_exit,15642,0,15.35665249824524,none
16783,2026-05-25 18:47:49.39065+02,Bosch_Camera_exit,15643,0,18.212090015411377,none
16784,2026-05-25 18:47:50.062776+02,Bosch_Camera_exit,15629,2,34.02317571640015,none
16785,2026-05-25 18:48:17.088314+02,Bosch_Camera_exit,15655,2,34.38258385658264,none
16786,2026-05-25 18:48:17.467844+02,Bosch_Camera_exit,15667,2,26.39555072784424,none
16787,2026-05-25 18:48:23.593985+02,Bosch_Camera_exit,15726,2,9.260465145111084,none
16788,2026-05-25 18:48:34.030757+02,Bosch_Camera_exit,15658,0,49.780532360076904,none
16789,2026-05-25 18:48:36.569353+02,Bosch_Camera_exit,15757,2,10.404019355773926,none
16790,2026-05-25 18:49:13.617574+02,Bosch_Camera_exit,15810,2,8.66624903678894,none
16791,2026-05-25 18:49:34.246997+02,Bosch_Camera_exit,15829,2,14.87059211730957,none
16792,2026-05-25 18:49:48.431463+02,Bosch_Camera_exit,15847,2,17.1056969165802,none
16793,2026-05-25 18:49:55.621344+02,Bosch_Camera_exit,15868,2,12.272412300109863,none
16794,2026-05-25 18:50:04.638775+02,Bosch_Camera_exit,15878,2,18.04078507423401,none
16795,2026-05-25 18:50:04.640991+02,Bosch_Camera_exit,15887,0,12.263779640197754,none
16796,2026-05-25 18:50:06.803001+02,Bosch_Camera_exit,15896,2,8.66304349899292,none
16797,2026-05-25 18:50:10.742097+02,Bosch_Camera_exit,15901,2,9.398182392120361,none
16798,2026-05-25 18:50:18.094534+02,Bosch_Camera_exit,15900,2,16.69645094871521,none
16799,2026-05-25 18:50:20.697461+02,Bosch_Camera_exit,15921,2,10.335201740264893,none
16800,2026-05-25 18:50:20.69992+02,Bosch_Camera_exit,15908,0,16.445199728012085,none
16801,2026-05-25 18:50:21.695261+02,Bosch_Camera_exit,15914,1,14.19127869606018,none
16802,2026-05-25 18:50:23.872054+02,Bosch_Camera_exit,15929,2,9.214795351028442,none
16803,2026-05-25 18:50:33.537812+02,Bosch_Camera_exit,15957,2,10.375291347503662,none
16804,2026-05-25 18:50:33.541515+02,Bosch_Camera_exit,15951,2,10.74528455734253,none
16805,2026-05-25 18:50:48.642756+02,Bosch_Camera_exit,15996,0,9.380089044570923,none
16806,2026-05-25 18:50:51.844714+02,Bosch_Camera_exit,16010,0,7.161018371582031,none
16807,2026-05-25 18:50:55.824394+02,Bosch_Camera_exit,15977,2,24.840498208999634,none
16808,2026-05-25 18:51:07.411543+02,Bosch_Camera_exit,16016,0,20.575596809387207,none
16809,2026-05-25 18:51:09.215115+02,Bosch_Camera_exit,16017,2,21.675493955612183,none
16810,2026-05-25 18:51:23.420965+02,Bosch_Camera_exit,16056,0,19.247106075286865,none
16811,2026-05-25 18:51:58.018997+02,Bosch_Camera_exit,16068,0,40.385650396347046,none
16812,2026-05-25 18:51:58.748578+02,Bosch_Camera_exit,16026,2,67.95322799682617,none
16813,2026-05-25 18:51:58.752362+02,Bosch_Camera_exit,16045,2,60.41905951499939,none
16814,2026-05-25 18:52:01.232853+02,Bosch_Camera_exit,16093,2,16.276108264923096,none
16815,2026-05-25 18:52:10.983564+02,Bosch_Camera_exit,16120,1,7.194576263427734,none
16816,2026-05-25 18:52:12.826382+02,Bosch_Camera_exit,16121,3,9.034400224685669,none
16817,2026-05-25 18:52:26.595773+02,Bosch_Camera_exit,16109,2,28.20702576637268,none
16818,2026-05-25 18:52:40.340147+02,Bosch_Camera_exit,16102,0,46.00822567939758,none
16819,2026-05-25 18:52:43.232517+02,Bosch_Camera_exit,16159,0,13.212160348892212,none
16820,2026-05-25 18:52:57.571069+02,Bosch_Camera_exit,16138,3,45.468915939331055,none
16821,2026-05-25 18:53:00.114208+02,Bosch_Camera_exit,16144,2,44.77972078323364,none
16822,2026-05-25 18:53:00.819415+02,Bosch_Camera_exit,16181,0,14.671882152557373,none
16823,2026-05-25 18:53:09.107362+02,Bosch_Camera_exit,16193,0,12.189824342727661,none
16824,2026-05-25 18:53:09.800507+02,Bosch_Camera_exit,16192,0,12.872747421264648,none
16825,2026-05-25 18:53:16.305525+02,Bosch_Camera_exit,16206,1,10.502982378005981,none
16826,2026-05-25 18:53:21.852967+02,Bosch_Camera_exit,16194,0,24.616390228271484,none
16827,2026-05-25 18:53:25.906028+02,Bosch_Camera_exit,16209,0,19.3448224067688,none
16828,2026-05-25 18:53:34.163121+02,Bosch_Camera_exit,16245,1,7.179464817047119,none
16829,2026-05-25 18:53:35.614052+02,Bosch_Camera_exit,16243,3,9.382049798965454,none
16830,2026-05-25 18:53:42.451273+02,Bosch_Camera_exit,16260,0,8.64708161354065,none
16831,2026-05-25 18:53:45.672835+02,Bosch_Camera_exit,16261,1,11.147147417068481,none
16832,2026-05-25 18:54:01.592969+02,Bosch_Camera_exit,16259,3,27.7890944480896,none
16833,2026-05-25 18:54:03.064295+02,Bosch_Camera_exit,16263,0,26.020554065704346,none
16834,2026-05-25 18:54:31.594512+02,Bosch_Camera_exit,16308,0,19.912761211395264,none
16835,2026-05-25 18:54:40.781147+02,Bosch_Camera_exit,16267,1,58.69346261024475,none
16836,2026-05-25 18:54:51.772691+02,Bosch_Camera_exit,16156,2,144.76643085479736,none
16837,2026-05-25 18:54:54.981532+02,Bosch_Camera_exit,16319,2,21.130857467651367,none
16838,2026-05-25 18:55:02.210319+02,Bosch_Camera_exit,16323,2,21.026566982269287,none
16839,2026-05-25 18:55:10.32606+02,Bosch_Camera_exit,16324,2,22.647985696792603,none
16840,2026-05-25 18:55:16.953193+02,Bosch_Camera_exit,16330,2,16.90648651123047,none
16841,2026-05-25 18:55:23.647273+02,Bosch_Camera_exit,16336,2,15.648361921310425,none
16842,2026-05-25 18:55:32.685805+02,Bosch_Camera_exit,16341,2,12.4223153591156,none
16843,2026-05-25 18:55:43.339735+02,Bosch_Camera_exit,16343,0,15.345683574676514,none
16844,2026-05-25 18:55:45.204471+02,Bosch_Camera_exit,16344,2,16.88162350654602,none
16845,2026-05-25 18:55:55.763625+02,Bosch_Camera_exit,16345,2,20.6879620552063,none
16846,2026-05-25 18:56:16.502891+02,Bosch_Camera_exit,16359,2,29.931978464126587,none
16847,2026-05-25 18:56:21.459672+02,Bosch_Camera_exit,16370,0,24.697127103805542,none
16848,2026-05-25 18:56:40.047619+02,Bosch_Camera_exit,16384,2,27.41413640975952,none
16849,2026-05-25 18:56:42.198872+02,Bosch_Camera_exit,16413,0,12.69750189781189,none
16850,2026-05-25 18:56:44.576038+02,Bosch_Camera_exit,16405,2,18.199363470077515,none
16851,2026-05-25 18:56:46.454828+02,Bosch_Camera_exit,16417,0,13.378476619720459,none
16852,2026-05-25 18:56:55.364632+02,Bosch_Camera_exit,16415,2,24.077622413635254,none
16853,2026-05-25 18:56:57.550496+02,Bosch_Camera_exit,16421,0,20.057676792144775,none
16854,2026-05-25 18:57:05.822898+02,Bosch_Camera_exit,16419,2,31.343116283416748,none
16855,2026-05-25 18:57:27.399733+02,Bosch_Camera_exit,16434,0,32.038376808166504,none
16856,2026-05-25 18:57:51.469714+02,Bosch_Camera_exit,16456,0,17.10349154472351,none
16857,2026-05-25 18:58:01.157798+02,Bosch_Camera_exit,16462,0,21.814937591552734,none
16858,2026-05-25 18:58:19.188082+02,Bosch_Camera_exit,16488,2,19.210893630981445,none
16859,2026-05-25 18:58:19.191336+02,Bosch_Camera_exit,16498,2,12.650672912597656,none
16860,2026-05-25 18:58:22.30695+02,Bosch_Camera_exit,16486,0,24.195112943649292,none
16861,2026-05-25 18:58:25.115698+02,Bosch_Camera_exit,16489,0,24.826712608337402,none
16862,2026-05-25 18:58:31.930384+02,Bosch_Camera_exit,16505,0,7.538648366928101,none
16863,2026-05-25 18:58:36.64853+02,Bosch_Camera_exit,16501,2,20.68782949447632,none
16864,2026-05-25 18:59:06.410284+02,Bosch_Camera_exit,16527,2,16.37195348739624,none
16865,2026-05-25 18:59:08.862156+02,Bosch_Camera_exit,16531,0,12.409690618515015,none
16866,2026-05-25 18:59:41.671144+02,Bosch_Camera_exit,16537,2,33.42153334617615,none
16867,2026-05-25 18:59:58.126528+02,Bosch_Camera_exit,16587,0,10.581202268600464,none
16868,2026-05-25 19:00:06.123431+02,Bosch_Camera_exit,16593,0,14.611698865890503,none
16869,2026-05-25 19:00:12.111904+02,Bosch_Camera_exit,16600,0,17.23550534248352,none
16870,2026-05-25 19:00:12.877635+02,Bosch_Camera_exit,16611,2,12.231188297271729,none
16871,2026-05-25 19:00:24.542397+02,Bosch_Camera_exit,16613,0,22.501218795776367,none
16872,2026-05-25 19:00:41.493401+02,Bosch_Camera_exit,16617,2,32.63603591918945,none
16873,2026-05-25 19:00:59.60919+02,Bosch_Camera_exit,16629,0,30.314232110977173,none
16874,2026-05-25 19:01:05.972262+02,Bosch_Camera_exit,16634,2,28.808924674987793,none
16875,2026-05-25 19:01:07.474188+02,Bosch_Camera_exit,16639,0,11.799591064453125,none
16876,2026-05-25 19:01:19.379569+02,Bosch_Camera_exit,16640,0,22.324477195739746,none
16877,2026-05-25 19:01:33.411176+02,Bosch_Camera_exit,16641,2,35.003941774368286,none
16878,2026-05-25 19:01:37.381708+02,Bosch_Camera_exit,16664,2,8.915967226028442,none
16879,2026-05-25 19:01:48.883459+02,Bosch_Camera_exit,16663,2,20.42418360710144,none
16880,2026-05-25 19:02:08.116329+02,Bosch_Camera_exit,16681,2,30.288666009902954,none
16881,2026-05-25 19:02:42.955003+02,Bosch_Camera_exit,16684,2,57.29437613487244,none
16882,2026-05-25 19:02:48.07023+02,Bosch_Camera_exit,16696,2,34.302162170410156,none
16883,2026-05-25 19:03:15.745932+02,Bosch_Camera_exit,16655,0,118.8811514377594,none
16884,2026-05-25 19:03:40.47467+02,Bosch_Camera_exit,16755,3,8.281678915023804,none
16885,2026-05-25 19:03:43.673913+02,Bosch_Camera_exit,16759,3,10.07671046257019,none
16886,2026-05-25 19:03:44.020869+02,Bosch_Camera_exit,16704,2,66.59967756271362,none
16887,2026-05-25 19:03:49.742342+02,Bosch_Camera_exit,16769,2,10.014281034469604,none
16888,2026-05-25 19:04:02.176321+02,Bosch_Camera_exit,16740,0,39.90111684799194,none
16889,2026-05-25 19:04:03.726539+02,Bosch_Camera_exit,16779,0,15.070456743240356,none
16890,2026-05-25 19:04:30.229192+02,Bosch_Camera_exit,16794,0,29.13397789001465,none
16891,2026-05-25 19:04:36.476713+02,Bosch_Camera_exit,16777,2,50.11391878128052,none
16892,2026-05-25 19:04:39.922006+02,Bosch_Camera_exit,16843,3,12.402781248092651,none
16893,2026-05-25 19:04:56.707248+02,Bosch_Camera_exit,16830,2,34.13725304603577,none
16894,2026-05-25 19:04:58.938466+02,Bosch_Camera_exit,16856,3,9.219165802001953,none
16895,2026-05-25 19:05:02.152191+02,Bosch_Camera_exit,16848,2,30.494006633758545,none
16896,2026-05-25 19:05:12.051545+02,Bosch_Camera_exit,16844,0,44.18436789512634,none
16897,2026-05-25 19:05:13.246374+02,Bosch_Camera_exit,16846,0,43.01742506027222,none
16898,2026-05-25 19:05:14.307401+02,Bosch_Camera_exit,16867,3,10.269219398498535,none
16899,2026-05-25 19:05:20.706698+02,Bosch_Camera_exit,16858,2,28.07099723815918,none
16900,2026-05-25 19:05:21.852578+02,Bosch_Camera_exit,16876,0,14.151530504226685,none
16901,2026-05-25 19:05:25.214329+02,Bosch_Camera_exit,16883,3,13.762317657470703,none
16902,2026-05-25 19:05:35.381041+02,Bosch_Camera_exit,16884,2,23.654082775115967,none
16903,2026-05-25 19:05:40.778851+02,Bosch_Camera_exit,16888,2,23.288055419921875,none
16904,2026-05-25 19:05:56.903923+02,Bosch_Camera_exit,16900,2,24.718636989593506,none
16905,2026-05-25 19:06:25.748354+02,Bosch_Camera_exit,16921,0,23.653088808059692,none
16906,2026-05-25 19:06:30.913917+02,Bosch_Camera_exit,16913,2,39.97065591812134,none
16907,2026-05-25 19:06:47.215281+02,Bosch_Camera_exit,16934,2,19.983455419540405,none
16908,2026-05-25 19:06:51.886621+02,Bosch_Camera_exit,16936,2,8.38138747215271,none
16909,2026-05-25 19:06:58.783151+02,Bosch_Camera_exit,16937,2,9.405756711959839,none
16910,2026-05-25 19:07:13.262866+02,Bosch_Camera_exit,16932,0,47.87189698219299,none
16911,2026-05-25 19:07:21.957628+02,Bosch_Camera_exit,16964,2,15.166158676147461,none
16912,2026-05-25 19:07:23.406844+02,Bosch_Camera_exit,16983,2,7.949213266372681,none
16913,2026-05-25 19:07:25.538996+02,Bosch_Camera_exit,16986,2,7.216829776763916,none
16914,2026-05-25 19:07:29.819799+02,Bosch_Camera_exit,16942,0,31.866363525390625,none
16915,2026-05-25 19:07:34.897242+02,Bosch_Camera_exit,16988,2,14.72510838508606,none
16916,2026-05-25 19:07:35.608842+02,Bosch_Camera_exit,16992,0,11.498702049255371,none
16917,2026-05-25 19:07:44.632502+02,Bosch_Camera_exit,16995,0,18.012695789337158,none
16918,2026-05-25 19:07:59.512579+02,Bosch_Camera_exit,16991,2,37.203874588012695,none
16919,2026-05-25 19:08:07.638579+02,Bosch_Camera_exit,17035,2,11.323372840881348,none
16920,2026-05-25 19:08:07.641164+02,Bosch_Camera_exit,17036,2,11.323372840881348,none
16921,2026-05-25 19:08:19.006805+02,Bosch_Camera_exit,17032,0,24.497061252593994,none
16922,2026-05-25 19:08:20.073844+02,Bosch_Camera_exit,17043,2,15.922441959381104,none
16923,2026-05-25 19:08:37.328068+02,Bosch_Camera_exit,17063,0,23.13138747215271,none
16924,2026-05-25 19:08:54.217492+02,Bosch_Camera_exit,17083,0,14.925159454345703,none
16925,2026-05-25 19:08:56.012747+02,Bosch_Camera_exit,17073,2,23.162288665771484,none
16926,2026-05-25 19:09:08.584407+02,Bosch_Camera_exit,17093,2,15.074776411056519,none
16927,2026-05-25 19:09:29.240691+02,Bosch_Camera_exit,17085,0,38.9711377620697,none
16928,2026-05-25 19:09:35.658144+02,Bosch_Camera_exit,17103,2,30.649707078933716,none
16929,2026-05-25 19:09:50.643976+02,Bosch_Camera_exit,17131,0,9.744461297988892,none
16930,2026-05-25 19:09:50.647553+02,Bosch_Camera_exit,17132,0,7.557219982147217,none
16931,2026-05-25 19:10:11.181808+02,Bosch_Camera_exit,17111,2,46.917527198791504,none
16932,2026-05-25 19:10:14.712762+02,Bosch_Camera_exit,17154,2,13.239157438278198,none
16933,2026-05-25 19:10:24.502542+02,Bosch_Camera_exit,17159,2,18.210080862045288,none
16934,2026-05-25 19:10:27.397935+02,Bosch_Camera_exit,17168,2,13.910160541534424,none
16935,2026-05-25 19:10:27.400086+02,Bosch_Camera_exit,17171,2,10.905760765075684,none
16936,2026-05-25 19:10:33.518214+02,Bosch_Camera_exit,17144,0,40.71998906135559,none
16937,2026-05-25 19:10:35.654394+02,Bosch_Camera_exit,17185,0,6.8182759284973145,none
16938,2026-05-25 19:10:42.789075+02,Bosch_Camera_exit,17187,0,11.794771194458008,none
16939,2026-05-25 19:10:44.34393+02,Bosch_Camera_exit,17173,2,23.799983978271484,none
16940,2026-05-25 19:10:44.346775+02,Bosch_Camera_exit,17189,0,12.307276248931885,none
16941,2026-05-25 19:10:52.273692+02,Bosch_Camera_exit,17175,2,28.1126492023468,none
16942,2026-05-25 19:10:58.817631+02,Bosch_Camera_exit,17194,0,23.53165578842163,none
16943,2026-05-25 19:11:01.369628+02,Bosch_Camera_exit,17221,2,10.86360502243042,none
16944,2026-05-25 19:11:02.121704+02,Bosch_Camera_exit,17226,2,9.128746747970581,none
16945,2026-05-25 19:11:15.980608+02,Bosch_Camera_exit,17202,0,37.90171241760254,none
16946,2026-05-25 19:11:29.665164+02,Bosch_Camera_exit,17232,2,32.267261028289795,none
16947,2026-05-25 19:11:33.685999+02,Bosch_Camera_exit,17231,0,36.57858920097351,none
16948,2026-05-25 19:11:55.131954+02,Bosch_Camera_exit,17280,0,8.695341110229492,none
16949,2026-05-25 19:12:00.198933+02,Bosch_Camera_exit,17293,1,7.218706369400024,none
16950,2026-05-25 19:12:29.835662+02,Bosch_Camera_exit,17245,2,64.91281223297119,none
16951,2026-05-25 19:12:43.021258+02,Bosch_Camera_exit,17336,0,16.409226655960083,none
16952,2026-05-25 19:12:51.327444+02,Bosch_Camera_exit,17358,0,10.38242793083191,none
16953,2026-05-25 19:12:52.416899+02,Bosch_Camera_exit,17364,0,9.394869804382324,none
16954,2026-05-25 19:12:53.530939+02,Bosch_Camera_exit,17303,2,55.138859033584595,none
16955,2026-05-25 19:13:06.108589+02,Bosch_Camera_exit,17365,2,21.622923374176025,none
16956,2026-05-25 19:13:07.509373+02,Bosch_Camera_exit,17374,0,16.17564606666565,none
16957,2026-05-25 19:13:17.768745+02,Bosch_Camera_exit,17381,0,16.10485529899597,none
16958,2026-05-25 19:13:23.200532+02,Bosch_Camera_exit,17386,0,11.870118856430054,none
16959,2026-05-25 19:13:25.365953+02,Bosch_Camera_exit,17389,0,10.803505659103394,none
16960,2026-05-25 19:13:32.203694+02,Bosch_Camera_exit,17415,0,8.988820314407349,none
16961,2026-05-25 19:13:34.356321+02,Bosch_Camera_exit,17423,1,7.2212300300598145,none
16962,2026-05-25 19:13:44.483115+02,Bosch_Camera_exit,17380,2,43.43424868583679,none
16963,2026-05-25 19:13:48.034317+02,Bosch_Camera_exit,17400,2,27.73358964920044,none
16964,2026-05-25 19:13:48.037655+02,Bosch_Camera_exit,17432,2,6.8465681076049805,none
16965,2026-05-25 19:13:54.149161+02,Bosch_Camera_exit,17442,1,8.668243408203125,none
16966,2026-05-25 19:14:04.593586+02,Bosch_Camera_exit,17417,0,41.061439037323,none
16967,2026-05-25 19:14:38.869101+02,Bosch_Camera_exit,17443,2,53.37702798843384,none
16968,2026-05-25 19:14:39.550471+02,Bosch_Camera_exit,17477,0,36.04033541679382,none
16969,2026-05-25 19:14:42.42491+02,Bosch_Camera_exit,17500,0,16.509352445602417,none
16970,2026-05-25 19:15:19.328532+02,Bosch_Camera_exit,17547,0,17.73942255973816,none
16971,2026-05-25 19:15:39.43666+02,Bosch_Camera_exit,17565,0,24.041825771331787,none
16972,2026-05-25 19:15:40.150892+02,Bosch_Camera_exit,17586,0,11.62255859375,none
16973,2026-05-25 19:16:06.710731+02,Bosch_Camera_exit,17505,2,91.38581132888794,none
16974,2026-05-25 19:16:18.285058+02,Bosch_Camera_exit,17621,2,21.46237587928772,none
16975,2026-05-25 19:16:35.174996+02,Bosch_Camera_exit,17620,2,38.36234712600708,none
16976,2026-05-25 19:17:06.756531+02,Bosch_Camera_exit,17662,2,34.905739545822144,none
16977,2026-05-25 19:17:07.05639+02,Bosch_Camera_exit,17684,0,18.15941023826599,none
16978,2026-05-25 19:17:10.093852+02,Bosch_Camera_exit,17677,2,25.90310835838318,none
16979,2026-05-25 19:17:13.01007+02,Bosch_Camera_exit,17686,0,20.01349949836731,none
16980,2026-05-25 19:17:14.073207+02,Bosch_Camera_exit,17690,0,12.573924779891968,none
16981,2026-05-25 19:17:17.331561+02,Bosch_Camera_exit,17695,2,9.52689528465271,none
16982,2026-05-25 19:17:25.269075+02,Bosch_Camera_exit,17710,2,9.765446662902832,none
16983,2026-05-25 19:17:26.682372+02,Bosch_Camera_exit,17717,2,7.158766031265259,none
16984,2026-05-25 19:17:35.322826+02,Bosch_Camera_exit,17726,2,10.444144487380981,none
16985,2026-05-25 19:17:49.45423+02,Bosch_Camera_exit,17722,1,24.571807622909546,none
16986,2026-05-25 19:18:14.213151+02,Bosch_Camera_exit,17744,1,23.823640823364258,none
16987,2026-05-25 19:18:27.062284+02,Bosch_Camera_exit,17723,2,62.18332886695862,none
16988,2026-05-25 19:18:44.179567+02,Bosch_Camera_exit,17757,2,20.71659755706787,none
16989,2026-05-25 19:19:02.62419+02,Bosch_Camera_exit,17814,2,15.961448192596436,none
16990,2026-05-25 19:19:09.365075+02,Bosch_Camera_exit,17844,1,7.870233058929443,none
16991,2026-05-25 19:19:17.627947+02,Bosch_Camera_exit,17742,0,90.14140677452087,none
16992,2026-05-25 19:19:51.80979+02,Bosch_Camera_exit,17818,2,63.358083724975586,none
16993,2026-05-25 19:20:04.641999+02,Bosch_Camera_exit,17839,2,65.2632052898407,none
16994,2026-05-25 19:20:11.495944+02,Bosch_Camera_exit,17900,2,28.51286554336548,none
16995,2026-05-25 19:20:36.301553+02,Bosch_Camera_exit,17912,2,46.43100047111511,none
16996,2026-05-25 19:20:40.309796+02,Bosch_Camera_exit,17959,2,11.207415103912354,none
16997,2026-05-25 19:20:51.13291+02,Bosch_Camera_exit,17874,0,93.90090036392212,none
16998,2026-05-25 19:20:51.136102+02,Bosch_Camera_exit,17946,0,34.46864342689514,none
16999,2026-05-25 19:21:04.169938+02,Bosch_Camera_exit,17962,2,34.253676891326904,none
17000,2026-05-25 19:21:06.3567+02,Bosch_Camera_exit,17994,2,16.595706939697266,none
17001,2026-05-25 19:21:12.867466+02,Bosch_Camera_exit,18000,0,21.367026567459106,none
17002,2026-05-25 19:21:14.631319+02,Bosch_Camera_exit,18020,0,7.5435631275177,none
17003,2026-05-25 19:21:21.539019+02,Bosch_Camera_exit,18005,2,26.460795879364014,none
17004,2026-05-25 19:21:22.995722+02,Bosch_Camera_exit,18025,2,12.711066722869873,none
17005,2026-05-25 19:21:25.09598+02,Bosch_Camera_exit,18027,2,12.63257122039795,none
17006,2026-05-25 19:21:31.665284+02,Bosch_Camera_exit,18043,2,11.528488636016846,none
17007,2026-05-25 19:21:45.561076+02,Bosch_Camera_exit,18044,2,25.42703914642334,none
17008,2026-05-25 19:21:47.000397+02,Bosch_Camera_exit,18053,2,19.421560525894165,none
17009,2026-05-25 19:21:51.310505+02,Bosch_Camera_exit,18085,1,10.401263952255249,none
17010,2026-05-25 19:21:55.263781+02,Bosch_Camera_exit,18086,3,14.352963209152222,none
17011,2026-05-25 19:21:55.631269+02,Bosch_Camera_exit,18089,2,11.828834295272827,none
17012,2026-05-25 19:22:00.28941+02,Bosch_Camera_exit,18093,2,13.656890869140625,none
17013,2026-05-25 19:22:03.585918+02,Bosch_Camera_exit,18106,2,10.478147506713867,none
17014,2026-05-25 19:22:03.58908+02,Bosch_Camera_exit,18109,2,8.672276496887207,none
17015,2026-05-25 19:22:03.590565+02,Bosch_Camera_exit,18103,2,11.19595718383789,none
17016,2026-05-25 19:22:07.160122+02,Bosch_Camera_exit,18115,2,9.731510877609253,none
17017,2026-05-25 19:22:42.592235+02,Bosch_Camera_exit,18156,0,7.187330484390259,none
17018,2026-05-25 19:22:56.561399+02,Bosch_Camera_exit,18173,0,11.478782415390015,none
17019,2026-05-25 19:23:01.280606+02,Bosch_Camera_exit,18170,3,18.32876944541931,none
17020,2026-05-25 19:23:10.98332+02,Bosch_Camera_exit,18120,2,70.6934916973114,none
17021,2026-05-25 19:23:18.160223+02,Bosch_Camera_exit,18186,0,13.218369960784912,none
17022,2026-05-25 19:23:18.162456+02,Bosch_Camera_exit,18179,0,25.187440872192383,none
17023,2026-05-25 19:23:23.949171+02,Bosch_Camera_exit,18177,2,31.291686534881592,none
17024,2026-05-25 19:23:39.706051+02,Bosch_Camera_exit,18183,3,44.18188714981079,none
17025,2026-05-25 19:23:41.551561+02,Bosch_Camera_exit,18217,3,14.866790771484375,none
17026,2026-05-25 19:23:55.24866+02,Bosch_Camera_exit,18229,1,11.607930660247803,none
17027,2026-05-25 19:23:59.903641+02,Bosch_Camera_exit,18214,2,37.73508930206299,none
17028,2026-05-25 19:24:11.030577+02,Bosch_Camera_exit,18219,3,43.34584069252014,none
17029,2026-05-25 19:24:38.139761+02,Bosch_Camera_exit,18213,0,76.69957423210144,none
17030,2026-05-25 19:24:41.755195+02,Bosch_Camera_exit,18264,1,13.241722345352173,none
17031,2026-05-25 19:24:54.020904+02,Bosch_Camera_exit,18246,2,57.29392147064209,none
17032,2026-05-25 19:25:06.326176+02,Bosch_Camera_exit,18269,0,30.013872385025024,none
17033,2026-05-25 19:25:12.866821+02,Bosch_Camera_exit,18263,2,51.8172173500061,none
17034,2026-05-25 19:25:20.51508+02,Bosch_Camera_exit,18258,3,72.7642993927002,none
17035,2026-05-25 19:25:40.52582+02,Bosch_Camera_exit,18324,2,8.745501279830933,none
17036,2026-05-25 19:25:41.20144+02,Bosch_Camera_exit,18323,2,9.42125153541565,none
17037,2026-05-25 19:25:57.111238+02,Bosch_Camera_exit,18333,2,15.505922794342041,none
17038,2026-05-25 19:26:09.697141+02,Bosch_Camera_exit,18345,2,11.593995571136475,none
17039,2026-05-25 19:26:11.162791+02,Bosch_Camera_exit,18348,0,9.12994933128357,none
17040,2026-05-25 19:26:14.37951+02,Bosch_Camera_exit,18332,3,33.17861890792847,none
17041,2026-05-25 19:26:16.565486+02,Bosch_Camera_exit,18352,0,8.962759733200073,none
17042,2026-05-25 19:26:19.454494+02,Bosch_Camera_exit,18351,2,12.260570287704468,none
17043,2026-05-25 19:26:28.856049+02,Bosch_Camera_exit,18353,2,16.63466167449951,none
17044,2026-05-25 19:26:49.700356+02,Bosch_Camera_exit,18371,2,22.279345512390137,none
17045,2026-05-25 19:26:55.048562+02,Bosch_Camera_exit,18354,0,41.74693989753723,none
17046,2026-05-25 19:27:09.613936+02,Bosch_Camera_exit,18452,2,12.360390424728394,none
17047,2026-05-25 19:27:32.00184+02,Bosch_Camera_exit,18491,2,18.425418615341187,none
17048,2026-05-25 19:27:32.726028+02,Bosch_Camera_exit,18417,3,45.22862124443054,none
17049,2026-05-25 19:27:42.878779+02,Bosch_Camera_exit,18514,2,11.872607469558716,none
17050,2026-05-25 19:27:42.881483+02,Bosch_Camera_exit,18519,3,9.802265644073486,none
17051,2026-05-25 19:28:05.812586+02,Bosch_Camera_exit,18521,3,29.85153841972351,none
17052,2026-05-25 19:28:05.823565+02,Bosch_Camera_exit,18527,3,25.072895288467407,none
17053,2026-05-25 19:28:06.749478+02,Bosch_Camera_exit,18542,0,18.83224058151245,none
17054,2026-05-25 19:28:43.767161+02,Bosch_Camera_exit,18559,0,41.87180542945862,none
17055,2026-05-25 19:28:56.095208+02,Bosch_Camera_exit,18622,3,13.029324531555176,none
17056,2026-05-25 19:29:10.212576+02,Bosch_Camera_exit,18645,0,20.836917638778687,none
